HYPERPARAMS
n_neurons_hl1 = 256
n_neurons_hl2 = 256
discount = 0.99
learning_rate = 0.001
##################################################
EP	reward	steps	d_start	d_end	covered	info
261	-54.7	100	0.0979	0.0901	0.0078	MAX STEPS 100 REACHED, DISTANCE 0.0901.
262	-53.6	100	0.0693	0.1106	-0.0412	MAX STEPS 100 REACHED, DISTANCE 0.1106.
263	-55.0	100	0.1133	0.0703	0.0430	MAX STEPS 100 REACHED, DISTANCE 0.0703.
264	-39.7	100	0.0459	0.0144	0.0315	MAX STEPS 100 REACHED, DISTANCE 0.0144.
265	-53.4	100	0.0952	0.0857	0.0095	MAX STEPS 100 REACHED, DISTANCE 0.0857.
266	-56.9	100	0.0939	0.1031	-0.0092	MAX STEPS 100 REACHED, DISTANCE 0.1031.
267	-50.6	100	0.0707	0.0351	0.0356	MAX STEPS 100 REACHED, DISTANCE 0.0351.
268	-46.3	100	0.0636	0.0359	0.0277	MAX STEPS 100 REACHED, DISTANCE 0.0359.
269	-51.2	100	0.0752	0.0579	0.0174	MAX STEPS 100 REACHED, DISTANCE 0.0579.
270	-50.4	100	0.0770	0.0385	0.0384	MAX STEPS 100 REACHED, DISTANCE 0.0385.
271	-46.8	100	0.0526	0.0499	0.0027	MAX STEPS 100 REACHED, DISTANCE 0.0499.
272	-48.3	100	0.0736	0.0637	0.0099	MAX STEPS 100 REACHED, DISTANCE 0.0637.
273	-51.3	100	0.0686	0.0806	-0.0120	MAX STEPS 100 REACHED, DISTANCE 0.0806.
274	-49.2	100	0.0462	0.0669	-0.0207	MAX STEPS 100 REACHED, DISTANCE 0.0669.
275	-52.8	100	0.1061	0.0823	0.0238	MAX STEPS 100 REACHED, DISTANCE 0.0823.
276	-39.8	100	0.0359	0.0408	-0.0050	MAX STEPS 100 REACHED, DISTANCE 0.0408.
277	-50.5	100	0.0563	0.0897	-0.0333	MAX STEPS 100 REACHED, DISTANCE 0.0897.
278	-48.8	100	0.0614	0.0522	0.0093	MAX STEPS 100 REACHED, DISTANCE 0.0522.
279	-41.1	100	0.0244	0.0251	-0.0007	MAX STEPS 100 REACHED, DISTANCE 0.0251.
280	-41.6	100	0.0279	0.0320	-0.0041	MAX STEPS 100 REACHED, DISTANCE 0.0320.
281	-51.4	100	0.0688	0.0910	-0.0221	MAX STEPS 100 REACHED, DISTANCE 0.0910.
282	-44.9	100	0.0588	0.0249	0.0339	MAX STEPS 100 REACHED, DISTANCE 0.0249.
283	-52.0	100	0.0778	0.0708	0.0070	MAX STEPS 100 REACHED, DISTANCE 0.0708.
284	-48.7	100	0.0657	0.0423	0.0234	MAX STEPS 100 REACHED, DISTANCE 0.0423.
285	-53.7	100	0.0978	0.0505	0.0473	MAX STEPS 100 REACHED, DISTANCE 0.0505.
286	-43.2	100	0.0350	0.0431	-0.0082	MAX STEPS 100 REACHED, DISTANCE 0.0431.
287	-55.6	100	0.0980	0.0962	0.0017	MAX STEPS 100 REACHED, DISTANCE 0.0962.
288	-47.5	100	0.0577	0.0322	0.0255	MAX STEPS 100 REACHED, DISTANCE 0.0322.
289	-48.8	100	0.0603	0.0604	-0.0001	MAX STEPS 100 REACHED, DISTANCE 0.0604.
290	-50.1	100	0.0634	0.0695	-0.0061	MAX STEPS 100 REACHED, DISTANCE 0.0695.
291	-50.1	100	0.1050	0.0428	0.0623	MAX STEPS 100 REACHED, DISTANCE 0.0428.
292	-45.2	100	0.0515	0.0586	-0.0071	MAX STEPS 100 REACHED, DISTANCE 0.0586.
293	-44.9	100	0.0481	0.0412	0.0069	MAX STEPS 100 REACHED, DISTANCE 0.0412.
294	-53.4	100	0.0818	0.0804	0.0014	MAX STEPS 100 REACHED, DISTANCE 0.0804.
295	-50.6	100	0.0557	0.0727	-0.0170	MAX STEPS 100 REACHED, DISTANCE 0.0727.
296	-49.0	100	0.0483	0.0896	-0.0413	MAX STEPS 100 REACHED, DISTANCE 0.0896.
297	-51.6	100	0.0500	0.0944	-0.0444	MAX STEPS 100 REACHED, DISTANCE 0.0944.
298	-50.6	100	0.0727	0.0769	-0.0042	MAX STEPS 100 REACHED, DISTANCE 0.0769.
299	-46.1	100	0.0647	0.0617	0.0031	MAX STEPS 100 REACHED, DISTANCE 0.0617.
300	-51.8	100	0.0808	0.0649	0.0159	MAX STEPS 100 REACHED, DISTANCE 0.0649.
301	-53.0	100	0.0963	0.0568	0.0394	MAX STEPS 100 REACHED, DISTANCE 0.0568.
302	-43.6	100	0.0528	0.0247	0.0281	MAX STEPS 100 REACHED, DISTANCE 0.0247.
303	-49.0	100	0.0945	0.0421	0.0524	MAX STEPS 100 REACHED, DISTANCE 0.0421.
304	-47.8	100	0.0561	0.0555	0.0006	MAX STEPS 100 REACHED, DISTANCE 0.0555.
305	-58.8	100	0.0920	0.1375	-0.0454	MAX STEPS 100 REACHED, DISTANCE 0.1375.
306	-47.2	100	0.0847	0.0493	0.0354	MAX STEPS 100 REACHED, DISTANCE 0.0493.
307	-49.8	100	0.0970	0.0454	0.0516	MAX STEPS 100 REACHED, DISTANCE 0.0454.
308	-54.8	100	0.0882	0.0688	0.0194	MAX STEPS 100 REACHED, DISTANCE 0.0688.
309	-51.8	100	0.0662	0.0834	-0.0172	MAX STEPS 100 REACHED, DISTANCE 0.0834.
310	-39.0	100	0.0412	0.0293	0.0119	MAX STEPS 100 REACHED, DISTANCE 0.0293.
311	-52.8	100	0.0602	0.0956	-0.0354	MAX STEPS 100 REACHED, DISTANCE 0.0956.
312	-44.0	100	0.0516	0.0773	-0.0257	MAX STEPS 100 REACHED, DISTANCE 0.0773.
313	-41.5	100	0.0375	0.0445	-0.0070	MAX STEPS 100 REACHED, DISTANCE 0.0445.
314	-47.7	100	0.0379	0.0718	-0.0338	MAX STEPS 100 REACHED, DISTANCE 0.0718.
315	82.6	43	0.0697	0.0030	0.0667	GOAL!!! DISPLACEMENT 0.0030m @step 43
316	-52.0	100	0.0548	0.0857	-0.0309	MAX STEPS 100 REACHED, DISTANCE 0.0857.
317	-45.2	100	0.0288	0.0695	-0.0407	MAX STEPS 100 REACHED, DISTANCE 0.0695.
318	-46.9	100	0.0748	0.0456	0.0292	MAX STEPS 100 REACHED, DISTANCE 0.0456.
319	-58.0	100	0.1066	0.1297	-0.0230	MAX STEPS 100 REACHED, DISTANCE 0.1297.
320	-55.4	100	0.0647	0.0957	-0.0310	MAX STEPS 100 REACHED, DISTANCE 0.0957.
321	-152.8	93	0.0745	0.1390	-0.0645	ACTUATOR EXCEEDED: l1 = 0.1260 @step 93
322	-51.7	100	0.0974	0.0672	0.0302	MAX STEPS 100 REACHED, DISTANCE 0.0672.
323	-149.1	92	0.1110	0.0679	0.0431	ACTUATOR EXCEEDED: l3 = 0.0740 @step 92
324	-55.7	100	0.0894	0.1016	-0.0122	MAX STEPS 100 REACHED, DISTANCE 0.1016.
325	-53.8	100	0.0652	0.0950	-0.0298	MAX STEPS 100 REACHED, DISTANCE 0.0950.
326	-47.1	100	0.0845	0.0123	0.0722	MAX STEPS 100 REACHED, DISTANCE 0.0123.
327	-51.9	100	0.0399	0.0887	-0.0488	MAX STEPS 100 REACHED, DISTANCE 0.0887.
328	-134.9	81	0.0434	0.0706	-0.0273	ACTUATOR EXCEEDED: l2 = 0.1260 @step 81
329	-44.1	100	0.0841	0.0300	0.0540	MAX STEPS 100 REACHED, DISTANCE 0.0300.
330	-49.7	100	0.0630	0.0617	0.0013	MAX STEPS 100 REACHED, DISTANCE 0.0617.
331	-53.3	100	0.0640	0.0635	0.0005	MAX STEPS 100 REACHED, DISTANCE 0.0635.
332	-156.8	97	0.0829	0.1382	-0.0553	ACTUATOR EXCEEDED: l1 = 0.1260 @step 97
333	-41.0	100	0.0203	0.0464	-0.0261	MAX STEPS 100 REACHED, DISTANCE 0.0464.
334	-42.6	100	0.0548	0.0389	0.0159	MAX STEPS 100 REACHED, DISTANCE 0.0389.
335	-58.1	100	0.1038	0.1134	-0.0096	MAX STEPS 100 REACHED, DISTANCE 0.1134.
336	-53.4	100	0.0789	0.0933	-0.0144	MAX STEPS 100 REACHED, DISTANCE 0.0933.
337	-39.5	100	0.0553	0.0201	0.0352	MAX STEPS 100 REACHED, DISTANCE 0.0201.
338	-130.4	65	0.1022	0.0171	0.0851	ACTUATOR EXCEEDED: l3 = 0.0740 @step 65
339	-57.7	100	0.0850	0.1278	-0.0429	MAX STEPS 100 REACHED, DISTANCE 0.1278.
340	-54.8	100	0.0628	0.1162	-0.0534	MAX STEPS 100 REACHED, DISTANCE 0.1162.
341	-147.8	100	0.0643	0.0629	0.0014	ACTUATOR EXCEEDED: l1 = 0.1260 @step 100
342	-49.6	100	0.0627	0.0560	0.0067	MAX STEPS 100 REACHED, DISTANCE 0.0560.
343	-38.8	100	0.0309	0.0283	0.0025	MAX STEPS 100 REACHED, DISTANCE 0.0283.
344	-55.1	100	0.0559	0.1102	-0.0543	MAX STEPS 100 REACHED, DISTANCE 0.1102.
345	-47.8	100	0.0330	0.0715	-0.0385	MAX STEPS 100 REACHED, DISTANCE 0.0715.
346	-49.1	100	0.0304	0.0686	-0.0382	MAX STEPS 100 REACHED, DISTANCE 0.0686.
347	-54.9	100	0.0482	0.0995	-0.0513	MAX STEPS 100 REACHED, DISTANCE 0.0995.
348	-56.2	100	0.1090	0.0864	0.0226	MAX STEPS 100 REACHED, DISTANCE 0.0864.
349	-55.1	100	0.0976	0.0804	0.0172	MAX STEPS 100 REACHED, DISTANCE 0.0804.
350	-140.7	87	0.0640	0.0448	0.0192	ACTUATOR EXCEEDED: l3 = 0.0740 @step 87
351	-48.6	100	0.0372	0.0754	-0.0382	MAX STEPS 100 REACHED, DISTANCE 0.0754.
352	-50.7	100	0.0711	0.0655	0.0056	MAX STEPS 100 REACHED, DISTANCE 0.0655.
353	-49.8	100	0.0950	0.0463	0.0486	MAX STEPS 100 REACHED, DISTANCE 0.0463.
354	-50.9	100	0.0646	0.0775	-0.0129	MAX STEPS 100 REACHED, DISTANCE 0.0775.
355	-42.4	100	0.0144	0.0632	-0.0487	MAX STEPS 100 REACHED, DISTANCE 0.0632.
356	-47.6	100	0.0469	0.0584	-0.0115	MAX STEPS 100 REACHED, DISTANCE 0.0584.
357	-49.2	100	0.0822	0.0749	0.0073	MAX STEPS 100 REACHED, DISTANCE 0.0749.
358	-42.9	100	0.0536	0.0457	0.0079	MAX STEPS 100 REACHED, DISTANCE 0.0457.
359	-51.8	100	0.0906	0.0664	0.0241	MAX STEPS 100 REACHED, DISTANCE 0.0664.
360	-55.6	100	0.0865	0.0888	-0.0023	MAX STEPS 100 REACHED, DISTANCE 0.0888.
361	-54.5	100	0.0990	0.0715	0.0274	MAX STEPS 100 REACHED, DISTANCE 0.0715.
362	-36.4	100	0.0272	0.0227	0.0045	MAX STEPS 100 REACHED, DISTANCE 0.0227.
363	-125.5	47	0.1086	0.0862	0.0224	ACTUATOR EXCEEDED: l3 = 0.0740 @step 47
364	-50.4	100	0.0508	0.0880	-0.0371	MAX STEPS 100 REACHED, DISTANCE 0.0880.
365	-50.6	100	0.0709	0.0689	0.0020	MAX STEPS 100 REACHED, DISTANCE 0.0689.
366	-53.0	100	0.0870	0.0931	-0.0061	MAX STEPS 100 REACHED, DISTANCE 0.0931.
367	-55.4	100	0.0984	0.1064	-0.0080	MAX STEPS 100 REACHED, DISTANCE 0.1064.
368	-50.5	100	0.0587	0.0712	-0.0124	MAX STEPS 100 REACHED, DISTANCE 0.0712.
369	-47.9	100	0.0394	0.0541	-0.0147	MAX STEPS 100 REACHED, DISTANCE 0.0541.
370	-46.1	100	0.0851	0.0487	0.0364	MAX STEPS 100 REACHED, DISTANCE 0.0487.
371	-48.5	100	0.0636	0.0499	0.0137	MAX STEPS 100 REACHED, DISTANCE 0.0499.
372	-43.6	100	0.0289	0.0428	-0.0139	MAX STEPS 100 REACHED, DISTANCE 0.0428.
373	-57.9	100	0.1053	0.1190	-0.0136	MAX STEPS 100 REACHED, DISTANCE 0.1190.
374	-51.9	100	0.1070	0.0683	0.0387	MAX STEPS 100 REACHED, DISTANCE 0.0683.
375	-49.2	100	0.0651	0.0449	0.0202	MAX STEPS 100 REACHED, DISTANCE 0.0449.
376	-46.4	100	0.0860	0.0112	0.0747	MAX STEPS 100 REACHED, DISTANCE 0.0112.
377	-45.1	100	0.0496	0.0388	0.0108	MAX STEPS 100 REACHED, DISTANCE 0.0388.
378	-47.6	100	0.0584	0.0429	0.0155	MAX STEPS 100 REACHED, DISTANCE 0.0429.
379	-56.7	100	0.1003	0.1115	-0.0113	MAX STEPS 100 REACHED, DISTANCE 0.1115.
380	-52.6	100	0.0797	0.0946	-0.0148	MAX STEPS 100 REACHED, DISTANCE 0.0946.
381	-46.6	100	0.0332	0.0781	-0.0448	MAX STEPS 100 REACHED, DISTANCE 0.0781.
382	-57.2	100	0.1004	0.1098	-0.0095	MAX STEPS 100 REACHED, DISTANCE 0.1098.
383	-47.4	100	0.0475	0.0689	-0.0215	MAX STEPS 100 REACHED, DISTANCE 0.0689.
384	-44.6	100	0.0237	0.0589	-0.0353	MAX STEPS 100 REACHED, DISTANCE 0.0589.
385	-46.1	100	0.0582	0.0477	0.0105	MAX STEPS 100 REACHED, DISTANCE 0.0477.
386	-36.8	100	0.0367	0.0181	0.0186	MAX STEPS 100 REACHED, DISTANCE 0.0181.
387	-43.7	100	0.0579	0.0299	0.0280	MAX STEPS 100 REACHED, DISTANCE 0.0299.
388	-55.9	100	0.0970	0.1005	-0.0035	MAX STEPS 100 REACHED, DISTANCE 0.1005.
389	-43.1	100	0.0529	0.0253	0.0276	MAX STEPS 100 REACHED, DISTANCE 0.0253.
390	-52.0	100	0.0471	0.0819	-0.0348	MAX STEPS 100 REACHED, DISTANCE 0.0819.
391	-42.6	100	0.0652	0.0122	0.0529	MAX STEPS 100 REACHED, DISTANCE 0.0122.
392	-55.1	100	0.0577	0.1050	-0.0473	MAX STEPS 100 REACHED, DISTANCE 0.1050.
393	64.4	87	0.0818	0.0049	0.0769	GOAL!!! DISPLACEMENT 0.0049m @step 87
394	-54.8	100	0.0899	0.1072	-0.0173	MAX STEPS 100 REACHED, DISTANCE 0.1072.
395	-52.9	100	0.0515	0.1096	-0.0581	MAX STEPS 100 REACHED, DISTANCE 0.1096.
396	-52.9	100	0.0637	0.0880	-0.0243	MAX STEPS 100 REACHED, DISTANCE 0.0880.
397	-55.5	100	0.0861	0.0997	-0.0137	MAX STEPS 100 REACHED, DISTANCE 0.0997.
398	-50.3	100	0.0491	0.0962	-0.0471	MAX STEPS 100 REACHED, DISTANCE 0.0962.
399	-56.2	100	0.0856	0.1203	-0.0346	MAX STEPS 100 REACHED, DISTANCE 0.1203.
400	-41.7	100	0.0650	0.0325	0.0325	MAX STEPS 100 REACHED, DISTANCE 0.0325.
401	-44.0	100	0.0429	0.0556	-0.0126	MAX STEPS 100 REACHED, DISTANCE 0.0556.
402	-41.0	100	0.0278	0.0551	-0.0273	MAX STEPS 100 REACHED, DISTANCE 0.0551.
403	-53.6	100	0.0981	0.0751	0.0230	MAX STEPS 100 REACHED, DISTANCE 0.0751.
404	-46.4	100	0.0435	0.0367	0.0068	MAX STEPS 100 REACHED, DISTANCE 0.0367.
405	-140.0	89	0.0664	0.0439	0.0225	ACTUATOR EXCEEDED: l1 = 0.1260 @step 89
406	-56.2	100	0.0949	0.1094	-0.0145	MAX STEPS 100 REACHED, DISTANCE 0.1094.
407	-51.6	100	0.0719	0.0728	-0.0009	MAX STEPS 100 REACHED, DISTANCE 0.0728.
408	-51.3	100	0.0520	0.0932	-0.0412	MAX STEPS 100 REACHED, DISTANCE 0.0932.
409	-47.3	100	0.0529	0.0637	-0.0108	MAX STEPS 100 REACHED, DISTANCE 0.0637.
410	-53.5	100	0.0898	0.0812	0.0086	MAX STEPS 100 REACHED, DISTANCE 0.0812.
411	-133.1	67	0.0388	0.0941	-0.0553	ACTUATOR EXCEEDED: l1 = 0.1260 @step 67
412	-55.7	100	0.0991	0.1071	-0.0080	MAX STEPS 100 REACHED, DISTANCE 0.1071.
413	-147.9	82	0.0933	0.1452	-0.0518	ACTUATOR EXCEEDED: l1 = 0.1260 @step 82
414	-43.1	100	0.0368	0.0602	-0.0234	MAX STEPS 100 REACHED, DISTANCE 0.0602.
415	-50.9	100	0.0909	0.0699	0.0209	MAX STEPS 100 REACHED, DISTANCE 0.0699.
416	-149.7	99	0.0327	0.0781	-0.0453	ACTUATOR EXCEEDED: l1 = 0.1260 @step 99
417	-152.0	99	0.0445	0.1024	-0.0579	ACTUATOR EXCEEDED: l1 = 0.1260 @step 99
418	-59.3	100	0.0934	0.1363	-0.0429	MAX STEPS 100 REACHED, DISTANCE 0.1363.
419	-129.7	71	0.0805	0.0460	0.0345	ACTUATOR EXCEEDED: l1 = 0.1260 @step 71
420	-146.8	83	0.0858	0.1220	-0.0363	ACTUATOR EXCEEDED: l1 = 0.1260 @step 83
421	-49.1	100	0.0229	0.0905	-0.0676	MAX STEPS 100 REACHED, DISTANCE 0.0905.
422	-148.3	90	0.0678	0.1163	-0.0485	ACTUATOR EXCEEDED: l1 = 0.1260 @step 90
423	-138.7	78	0.0596	0.0741	-0.0144	ACTUATOR EXCEEDED: l1 = 0.1260 @step 78
424	-137.9	74	0.0833	0.0785	0.0048	ACTUATOR EXCEEDED: l1 = 0.1260 @step 74
425	-54.3	100	0.0780	0.0916	-0.0136	MAX STEPS 100 REACHED, DISTANCE 0.0916.
426	-58.4	100	0.0824	0.1273	-0.0449	MAX STEPS 100 REACHED, DISTANCE 0.1273.
427	-59.2	100	0.0940	0.1388	-0.0448	MAX STEPS 100 REACHED, DISTANCE 0.1388.
428	-133.6	74	0.0524	0.0459	0.0065	ACTUATOR EXCEEDED: l1 = 0.1260 @step 74
429	-48.9	100	0.0209	0.0878	-0.0670	MAX STEPS 100 REACHED, DISTANCE 0.0878.
430	-45.7	100	0.0739	0.0285	0.0454	MAX STEPS 100 REACHED, DISTANCE 0.0285.
431	-144.9	92	0.0507	0.0673	-0.0166	ACTUATOR EXCEEDED: l1 = 0.1260 @step 92
432	-147.3	83	0.0671	0.1345	-0.0674	ACTUATOR EXCEEDED: l1 = 0.1260 @step 83
433	-56.0	100	0.0839	0.1074	-0.0235	MAX STEPS 100 REACHED, DISTANCE 0.1074.
434	-53.6	100	0.0578	0.1093	-0.0515	MAX STEPS 100 REACHED, DISTANCE 0.1093.
435	-58.2	100	0.0963	0.1152	-0.0189	MAX STEPS 100 REACHED, DISTANCE 0.1152.
436	-42.2	100	0.0619	0.0265	0.0354	MAX STEPS 100 REACHED, DISTANCE 0.0265.
437	-54.0	100	0.1031	0.0778	0.0253	MAX STEPS 100 REACHED, DISTANCE 0.0778.
438	-132.5	74	0.0918	0.0299	0.0618	ACTUATOR EXCEEDED: l1 = 0.1260 @step 74
439	-56.3	100	0.0915	0.0933	-0.0018	MAX STEPS 100 REACHED, DISTANCE 0.0933.
440	-53.4	100	0.0307	0.0997	-0.0689	MAX STEPS 100 REACHED, DISTANCE 0.0997.
441	-53.8	100	0.0835	0.0906	-0.0071	MAX STEPS 100 REACHED, DISTANCE 0.0906.
442	-135.2	69	0.1016	0.0422	0.0594	ACTUATOR EXCEEDED: l1 = 0.1260 @step 69
443	-58.8	100	0.1046	0.1166	-0.0121	MAX STEPS 100 REACHED, DISTANCE 0.1166.
444	-47.8	100	0.0158	0.0615	-0.0457	MAX STEPS 100 REACHED, DISTANCE 0.0615.
445	-49.4	100	0.0561	0.0683	-0.0122	MAX STEPS 100 REACHED, DISTANCE 0.0683.
446	-53.2	100	0.0424	0.0976	-0.0551	MAX STEPS 100 REACHED, DISTANCE 0.0976.
447	-43.5	100	0.0638	0.0503	0.0135	MAX STEPS 100 REACHED, DISTANCE 0.0503.
448	-153.2	90	0.1064	0.1465	-0.0401	ACTUATOR EXCEEDED: l1 = 0.1260 @step 90
449	85.8	34	0.0605	0.0044	0.0561	GOAL!!! DISPLACEMENT 0.0044m @step 34
450	-144.9	96	0.0561	0.0736	-0.0175	ACTUATOR EXCEEDED: l1 = 0.1260 @step 96
451	-51.3	100	0.0907	0.0606	0.0301	MAX STEPS 100 REACHED, DISTANCE 0.0606.
452	-47.4	100	0.0238	0.0796	-0.0557	MAX STEPS 100 REACHED, DISTANCE 0.0796.
453	-45.0	100	0.0256	0.0600	-0.0344	MAX STEPS 100 REACHED, DISTANCE 0.0600.
454	-147.8	93	0.1003	0.0495	0.0508	ACTUATOR EXCEEDED: l3 = 0.0740 @step 93
455	-57.5	100	0.0930	0.1123	-0.0193	MAX STEPS 100 REACHED, DISTANCE 0.1123.
456	64.3	80	0.0723	0.0050	0.0673	GOAL!!! DISPLACEMENT 0.0050m @step 80
457	-55.1	100	0.0757	0.1127	-0.0370	MAX STEPS 100 REACHED, DISTANCE 0.1127.
458	-43.0	100	0.0409	0.0294	0.0115	MAX STEPS 100 REACHED, DISTANCE 0.0294.
459	-52.5	100	0.0517	0.0965	-0.0448	MAX STEPS 100 REACHED, DISTANCE 0.0965.
460	-49.4	100	0.0671	0.0494	0.0177	MAX STEPS 100 REACHED, DISTANCE 0.0494.
461	-44.8	100	0.0317	0.1058	-0.0741	MAX STEPS 100 REACHED, DISTANCE 0.1058.
462	-50.8	100	0.0932	0.0660	0.0272	MAX STEPS 100 REACHED, DISTANCE 0.0660.
463	-53.2	100	0.0726	0.0925	-0.0199	MAX STEPS 100 REACHED, DISTANCE 0.0925.
464	-58.4	100	0.1076	0.1382	-0.0306	MAX STEPS 100 REACHED, DISTANCE 0.1382.
465	-56.0	100	0.0998	0.1019	-0.0021	MAX STEPS 100 REACHED, DISTANCE 0.1019.
466	-44.5	100	0.0690	0.0338	0.0352	MAX STEPS 100 REACHED, DISTANCE 0.0338.
467	-55.5	100	0.0906	0.0983	-0.0076	MAX STEPS 100 REACHED, DISTANCE 0.0983.
468	-47.6	100	0.0626	0.0808	-0.0182	MAX STEPS 100 REACHED, DISTANCE 0.0808.
469	-48.3	100	0.0970	0.0075	0.0895	MAX STEPS 100 REACHED, DISTANCE 0.0075.
470	-48.5	100	0.0806	0.0469	0.0337	MAX STEPS 100 REACHED, DISTANCE 0.0469.
471	-48.1	100	0.0759	0.0328	0.0431	MAX STEPS 100 REACHED, DISTANCE 0.0328.
472	-52.9	100	0.0942	0.0699	0.0243	MAX STEPS 100 REACHED, DISTANCE 0.0699.
473	-52.2	100	0.0565	0.1084	-0.0518	MAX STEPS 100 REACHED, DISTANCE 0.1084.
474	-39.7	100	0.0624	0.0193	0.0431	MAX STEPS 100 REACHED, DISTANCE 0.0193.
475	-52.5	100	0.0544	0.0840	-0.0296	MAX STEPS 100 REACHED, DISTANCE 0.0840.
476	-151.4	96	0.0755	0.1087	-0.0332	ACTUATOR EXCEEDED: l2 = 0.0740 @step 96
477	-46.5	100	0.0208	0.0836	-0.0628	MAX STEPS 100 REACHED, DISTANCE 0.0836.
478	-147.1	97	0.0896	0.0599	0.0297	ACTUATOR EXCEEDED: l2 = 0.0740 @step 97
479	-54.6	100	0.0724	0.1093	-0.0369	MAX STEPS 100 REACHED, DISTANCE 0.1093.
480	-50.5	100	0.0788	0.0485	0.0303	MAX STEPS 100 REACHED, DISTANCE 0.0485.
481	-52.6	100	0.0619	0.0863	-0.0244	MAX STEPS 100 REACHED, DISTANCE 0.0863.
482	-141.7	97	0.0933	0.0110	0.0823	ACTUATOR EXCEEDED: l2 = 0.0740 @step 97
483	-52.2	100	0.0915	0.0563	0.0353	MAX STEPS 100 REACHED, DISTANCE 0.0563.
484	-44.2	100	0.0622	0.0332	0.0290	MAX STEPS 100 REACHED, DISTANCE 0.0332.
485	-55.8	100	0.0964	0.0959	0.0005	MAX STEPS 100 REACHED, DISTANCE 0.0959.
486	-49.6	100	0.0697	0.0323	0.0374	MAX STEPS 100 REACHED, DISTANCE 0.0323.
487	-51.8	100	0.0451	0.0852	-0.0401	MAX STEPS 100 REACHED, DISTANCE 0.0852.
488	-48.4	100	0.0345	0.0991	-0.0646	MAX STEPS 100 REACHED, DISTANCE 0.0991.
489	-58.2	100	0.1069	0.1310	-0.0241	MAX STEPS 100 REACHED, DISTANCE 0.1310.
490	-53.8	100	0.0707	0.1056	-0.0349	MAX STEPS 100 REACHED, DISTANCE 0.1056.
491	-58.3	100	0.0982	0.1215	-0.0233	MAX STEPS 100 REACHED, DISTANCE 0.1215.
492	-55.2	100	0.0710	0.1221	-0.0511	MAX STEPS 100 REACHED, DISTANCE 0.1221.
493	-59.9	100	0.0877	0.1444	-0.0566	MAX STEPS 100 REACHED, DISTANCE 0.1444.
494	-44.9	100	0.0279	0.0816	-0.0538	MAX STEPS 100 REACHED, DISTANCE 0.0816.
495	-53.3	100	0.0925	0.0958	-0.0034	MAX STEPS 100 REACHED, DISTANCE 0.0958.
496	-46.1	100	0.0736	0.0073	0.0663	MAX STEPS 100 REACHED, DISTANCE 0.0073.
497	-48.5	100	0.0794	0.0326	0.0468	MAX STEPS 100 REACHED, DISTANCE 0.0326.
498	-42.2	100	0.0240	0.0483	-0.0243	MAX STEPS 100 REACHED, DISTANCE 0.0483.
499	-58.9	100	0.1032	0.1315	-0.0283	MAX STEPS 100 REACHED, DISTANCE 0.1315.
500	-54.4	100	0.0484	0.1313	-0.0829	MAX STEPS 100 REACHED, DISTANCE 0.1313.
501	-57.9	100	0.0757	0.1434	-0.0676	MAX STEPS 100 REACHED, DISTANCE 0.1434.
502	-58.0	100	0.0998	0.1271	-0.0273	MAX STEPS 100 REACHED, DISTANCE 0.1271.
503	-57.4	100	0.0774	0.1282	-0.0508	MAX STEPS 100 REACHED, DISTANCE 0.1282.
504	-52.8	100	0.0739	0.0759	-0.0021	MAX STEPS 100 REACHED, DISTANCE 0.0759.
505	-44.7	100	0.0318	0.0775	-0.0457	MAX STEPS 100 REACHED, DISTANCE 0.0775.
506	-54.3	100	0.0276	0.1269	-0.0993	MAX STEPS 100 REACHED, DISTANCE 0.1269.
507	-53.2	100	0.0443	0.0998	-0.0556	MAX STEPS 100 REACHED, DISTANCE 0.0998.
508	-60.3	100	0.1108	0.1424	-0.0315	MAX STEPS 100 REACHED, DISTANCE 0.1424.
509	-43.3	100	0.0344	0.0601	-0.0258	MAX STEPS 100 REACHED, DISTANCE 0.0601.
510	-42.0	100	0.0661	0.0414	0.0247	MAX STEPS 100 REACHED, DISTANCE 0.0414.
511	-58.9	100	0.0974	0.1336	-0.0362	MAX STEPS 100 REACHED, DISTANCE 0.1336.
512	-55.4	100	0.0495	0.1353	-0.0858	MAX STEPS 100 REACHED, DISTANCE 0.1353.
513	-59.2	100	0.1029	0.1421	-0.0392	MAX STEPS 100 REACHED, DISTANCE 0.1421.
514	-57.9	100	0.0965	0.1245	-0.0280	MAX STEPS 100 REACHED, DISTANCE 0.1245.
515	-48.3	100	0.0510	0.0937	-0.0427	MAX STEPS 100 REACHED, DISTANCE 0.0937.
516	-138.6	82	0.0491	0.0649	-0.0159	ACTUATOR EXCEEDED: l3 = 0.1260 @step 82
517	-50.6	100	0.0226	0.1222	-0.0996	MAX STEPS 100 REACHED, DISTANCE 0.1222.
518	-45.6	100	0.0927	0.0204	0.0724	MAX STEPS 100 REACHED, DISTANCE 0.0204.
519	-39.6	100	0.0554	0.0317	0.0237	MAX STEPS 100 REACHED, DISTANCE 0.0317.
520	-151.3	94	0.0633	0.1239	-0.0606	ACTUATOR EXCEEDED: l1 = 0.1260 @step 94
521	-133.2	63	0.0616	0.0996	-0.0381	ACTUATOR EXCEEDED: l1 = 0.1260 @step 63
522	-56.2	100	0.0485	0.1358	-0.0874	MAX STEPS 100 REACHED, DISTANCE 0.1358.
523	-59.2	100	0.0867	0.1416	-0.0549	MAX STEPS 100 REACHED, DISTANCE 0.1416.
